,the_geom,OBJECTID,ID,RT_SYMBOL,NAME,URL,SHAPE_LEN
72,"LINESTRING (-73.98376500045946 40.58884066651933, -73.98345899914058 40.58724466681524, -73.9834489995939 40.587208666952705, -73.9834360000131 40.58717166617519, -73.98341999990684 40.58713566634518, -73.9833990009099 40.58709966579072, -73.98337599952534 40.58706466722516, -73.98334799951196 40.58702866654849, -73.98331799948234 40.586993666956594, -73.98328299965586 40.58695766704837, -73.98324599982202 40.586922667319314, -73.98320400088328 40.5868886673291, -73.98315999890391 40.586853666548336, -73.98311100044576 40.58681866681735, -73.98305900032842 40.58678466710432, -73.98300399998998 40.58675066692392, -73.98294500013142 40.58671666702396, -73.9826200013125 40.58654266601119, -73.98254799910671 40.58649966680937, -73.98247599896222 40.586453667018354, -73.98240500071434 40.586402666728645, -73.98233400100622 40.586348665850416, -73.98226299893125 40.58629066660342, -73.98219099993167 40.58622866613188, -73.98211999906947 40.586162665644835, -73.98204999962893 40.586093666526736, -73.98197900002677 40.58601966750218, -73.98190800139503 40.585942666988544, -73.98183700047116 40.58586166720518, -73.98176699919317 40.58577566602834, -73.98169599962917 40.585686666806225, -73.98162500107993 40.58559466699527, -73.98155600059145 40.58549666727199, -73.98128899968134 40.58509766695006, -73.98110900082831 40.58480066732974, -73.98108800055094 40.5847636667633, -73.98106799957009 40.5847266672581, -73.98104899934978 40.58468866653208, -73.98103100050173 40.584651666449844, -73.98101400004856 40.58461366694842, -73.98099800006743 40.584575666709284, -73.98098200010425 40.5845376673683, -73.98096799988112 40.584499667455724, -73.98095399995948 40.58446066615904, -73.98094099903741 40.58442266640853, -73.98093000049604 40.584383667407565, -73.98091899960569 40.5843446666039, -73.98090899917636 40.58430566686584, -73.98089899994012 40.58426666622644, -73.98089099953381 40.584226666337216, -73.98083600020438 40.58392866579198, -73.98082999929211 40.583889667613036, -73.9808239995685 40.58385066763283, -73.98081900029354 40.58381166601812, -73.9808149999957 40.583773666852736, -73.9808120004301 40.58373466647184, -73.9808090005805 40.58369666657255, -73.98080699999221 40.5836586659394, -73.98080500058703 40.583620666206805, -73.98080500087826 40.58358266680819, -73.98080399926369 40.58354566772383, -73.9808049997049 40.583508667172794, -73.98080599925142 40.583470666139654, -73.98080800012553 40.583433666656, -73.9808109999642 40.58339766601983, -73.98081400008678 40.58336066580218, -73.98091200009766 40.582484667020175, -73.98092300009209 40.58240166756856, -73.98093599971592 40.582318666645996, -73.98094900048832 40.58223566662204, -73.9809639994136 40.58215366650851, -73.98098000107929 40.582071666558406, -73.98099059062723 40.58202342184613, -73.98143237767188 40.58115394013887, -73.98158855568907 40.580799533466184, -73.98160137855933 40.58077092677545, -73.98161275864486 40.58074466571714, -73.98162236444573 40.580719342719846, -73.98163151186822 40.580694394266295, -73.98163883100845 40.580669185268455, -73.98164632337799 40.58064108741687, -73.98165310067124 40.580614822016784, -73.9816580011539 40.58058868509157, -73.98166269338738 40.58055959981742, -73.9816670131772 40.58053194631663, -73.98166948322819 40.58050477700244, -73.98167136589582 40.580474670085216, -73.98167312780855 40.580445587944915, -73.98167312720457 40.580387529363634, -73.98158627677687 40.57907085209769, -73.98158529552188 40.57904435942256, -73.9815833022029 40.57901744874193, -73.98158121250964 40.57896312969467, -73.98158012340531 40.57893371570176, -73.98158012215838 40.578903976793974, -73.98158112260958 40.57887797702282, -73.98158112223017 40.57884937367589, -73.98158332306353 40.57882186481859, -73.9815843232364 40.57879686552939, -73.98158672199047 40.5787668712571, -73.9815900579049 40.57873907531418, -73.98159305734706 40.57871507502633, -73.9815963660304 40.57868750150819, -73.98160141043819 40.578657243805466, -73.98160805154117 40.57862735737403, -73.98161348434182 40.57860200038506, -73.98161770607284 40.57857836230258, -73.98162107505979 40.57855476730857, -73.98162381389513 40.57852921177268, -73.98162634456105 40.578504746738034, -73.98162719819551 40.57847998606317, -73.98162819560943 40.57845205736738, -73.98162904947165 40.578426463707665, -73.98162819294059 40.578401647827164, -73.98162726401587 40.578373808875575, -73.98162555122117 40.578348975748035, -73.98162292586012 40.57832271514373, -73.98161919340168 40.57829378160652, -73.9816156869808 40.57826749744732, -73.98142460390744 40.57725863648114)",818,2000497,B,D,http://web.mta.info/nyct/service/,4510.93772531
73,"LINESTRING (-73.9742500001471 40.589619666515745, -73.97423999999745 40.58971966647597, -73.97422799993666 40.58981966688634, -73.97421599943092 40.589917667232484, -73.97420400007158 40.59001566667613, -73.97419200026837 40.59011166695611, -73.97418000043068 40.59020766723398, -73.97416799896999 40.590301666546885, -73.97415600101895 40.59039566675903, -73.97414299972365 40.59048766668142, -73.97413099893501 40.590579666826805, -73.97411799952626 40.590669665782826, -73.9741050000818 40.59075966653768, -73.97409200019737 40.590847666327825, -73.974078999097 40.59093566701604, -73.97406700008162 40.591022666546515, -73.97335700087007 40.59606266672278)",819,2000411,B,F,http://web.mta.info/nyct/service/,2360.4498898
74,"LINESTRING (-73.97457399984424 40.58101066665349, -73.97451600018718 40.58184366722834, -73.97451499968516 40.58186866644945, -73.97451399998099 40.581894667953726, -73.9745140010716 40.58191966649632, -73.97451399941747 40.58194566732134, -73.97451399974452 40.5819726668277, -73.97451499968606 40.58199866607369, -73.97451600042746 40.58202566670234, -73.97451800002213 40.58205366623337, -73.97452000118099 40.582080666183224, -73.97452200077832 40.582108667515115, -73.97452499923187 40.58213766594827, -73.97452800043084 40.582165666601426, -73.9745319993057 40.58219466705711, -73.97453600054666 40.582223666612556, -73.97454000022887 40.5822536657489, -73.97460100049969 40.582751666216225, -73.97460599952707 40.58278466701547, -73.9746100001159 40.58281866627461, -73.9746140007084 40.582852666434064, -73.97461699969672 40.58288666637199, -73.97462000067014 40.58292166679209, -73.97462300008577 40.58295766679301, -73.97462500025698 40.582993666573074, -73.97462699924921 40.583029666352736, -73.97462799979556 40.583066667294176, -73.97463000039414 40.583104667137164, -73.9746300001329 40.58314266653814, -73.97463100030298 40.58318066706045, -73.97463099966232 40.583219666943016, -73.97463100020275 40.58325866682564, -73.97462999993019 40.58329866606858, -73.97432799907298 40.588506666037496, -73.9743249996886 40.588568666396775, -73.97432200071081 40.588632666817915, -73.97431899977724 40.588698666399914, -73.97431499991535 40.588766666720865, -73.97431100045685 40.58883666800401, -73.9743070006061 40.58890766706627, -73.97430199984338 40.58897966638544, -73.97429700066186 40.58905366756747, -73.97429200070003 40.58912966700965, -73.97428600061572 40.58920766718995, -73.97428000013271 40.58928666604953, -73.97427299990683 40.58936666606622, -73.97426599968905 40.589449666625285, -73.97425899945395 40.58953266718323, -73.9742500001471 40.589619666515745)",820,2000412,B,F,http://web.mta.info/nyct/service/,3140.76067677
75,"LINESTRING (-73.97823000084028 40.5927206680284, -73.97803599938923 40.591678666588734, -73.97801899946727 40.59155266665832, -73.97800699949995 40.591424667619265, -73.97799899975931 40.59129566616067, -73.97799500088006 40.591163666724334, -73.97799499981805 40.591030667570685, -73.97799999978923 40.590895666609626, -73.97800900054614 40.59075766676988, -73.97802200022342 40.590618667211416, -73.97803900030637 40.59047766565079, -73.97806099894295 40.59033466677941, -73.97808700028904 40.59018966590184, -73.97811700044335 40.590043667097824, -73.97815100121514 40.589894666700424, -73.97819000041308 40.5897436671778, -73.97823499938345 40.58959166649406, -73.97832899999574 40.58923666649009, -73.97855100002901 40.58861566678186, -73.97856200058966 40.58858366603826, -73.97857400014902 40.58855266776217, -73.97858500068828 40.58852066701616, -73.97859699936566 40.588488666454936, -73.97860699937212 40.588456667321296, -73.97861799987976 40.588424666571825, -73.97862799986693 40.58839266653566, -73.97863799984445 40.58836066649854, -73.97864699962335 40.58832766669368, -73.97865599939331 40.588294666888004, -73.97866500119753 40.58826266666279, -73.97867400008809 40.58822866637397, -73.97868199932441 40.58819566728076, -73.97869000091582 40.58816266638633, -73.97869699876847 40.5881286666248, -73.97878199931392 40.58778266706499, -73.97878600058245 40.58776266627953, -73.97879099998556 40.5877426674792, -73.9787959993865 40.58772266597703, -73.97880099996509 40.58770266627589, -73.97880600054073 40.58768266657445, -73.97881200043112 40.587662666156525, -73.97881700013627 40.587641666873466, -73.97882300001947 40.58762166735544, -73.97882900139768 40.587600666455316, -73.97883499922821 40.587579666454715, -73.9788409994171 40.587558667354735, -73.97884800009966 40.58753766663754, -73.97885400028098 40.58751666663626, -73.97886100127116 40.587494667237806, -73.97886799957828 40.58747366651882, -73.97999200060042 40.58392166623071, -73.9800010005594 40.58389566607687, -73.98001000051144 40.58386966592233, -73.98001900045587 40.583843667568004, -73.98002799921268 40.58381766741171, -73.98003799928588 40.58379266610936, -73.98004699891071 40.583767666433424, -73.98005599970989 40.583742666756905, -73.98006599976117 40.58371766635246, -73.9800750005465 40.58369266667435, -73.98008500058312 40.583667666268134, -73.98009500061204 40.58364266676155, -73.98010399989721 40.58361866756256, -73.98011400079517 40.583594667635644, -73.98012399932391 40.58357066680687, -73.98013400020743 40.58354666687815, -73.98075600015166 40.58210066664849, -73.98076599880174 40.58207466659775, -73.98077699993294 40.582049667195776, -73.98078900057718 40.58202366657729, -73.98080100003058 40.58199766685786, -73.98081072038018 40.58197822437102, -73.98120799948357 40.58126766684234, -73.98136400049682 40.580913666585715, -73.9813770007607 40.58088466732064, -73.98138999893008 40.58085466667103, -73.98140099955961 40.58082566707916, -73.98141200163944 40.5807956661038, -73.98142099965277 40.58076466702268, -73.98142899934727 40.58073466646048, -73.98143700049332 40.580703667216824, -73.9814429999407 40.58067166716711, -73.98144799989201 40.58064066743775, -73.98145300011679 40.580608666325446, -73.98145599982885 40.58057566620886, -73.98145800123035 40.58054366641317, -73.98146000054491 40.58051066793588, -73.98146000025692 40.5804776673348, -73.98145999996918 40.58044466583307, -73.98137299959527 40.57912566683687, -73.98137199966853 40.57909866626145, -73.98137000055314 40.57907166732491, -73.98136899916852 40.579045666330785, -73.98136800014632 40.57901966713803, -73.98136700022323 40.57899266656225, -73.98136700011113 40.57896766711306, -73.98136794830981 40.57894299110579, -73.98104241215674 40.577302057662926)",821,2000508,N,N,http://web.mta.info/nyct/service/,5760.13004812
76,"LINESTRING (-73.9749840005913 40.57642866658751, -73.97491899924471 40.576453667179216, -73.97485799922678 40.576481666455294, -73.9748030003932 40.576511667079814, -73.97475299967532 40.57654466752233, -73.97470700028455 40.57658066666943, -73.97466699934394 40.57661966676727, -73.97463200044821 40.57666066621915, -73.97460200086049 40.576704666411985, -73.97457600025174 40.576751666227736, -73.9745560004796 40.576801667012965, -73.97454100041868 40.57685366716598, -73.9745310008789 40.576908667171296, -73.97452600069016 40.57696666702995, -73.97452600104593 40.57702766674281, -73.97453099997895 40.577090666727415, -73.97470099962686 40.57846666654735, -73.97470400015676 40.57850866675361, -73.97470800025079 40.578549665796835, -73.97471099998586 40.578590667321095, -73.97471400090673 40.578631666143856, -73.9747159991044 40.57867266654677, -73.97471799966634 40.57871366785049, -73.97471900104753 40.5787546662326, -73.97471900007928 40.578794667513804, -73.974718999914 40.57883566747629, -73.97471800056276 40.57887666721871, -73.97471700121025 40.578917666961004, -73.97471599987314 40.57895766622039, -73.97471299977963 40.578998667323035, -73.9747100000616 40.57903866704275, -73.97470699996151 40.579079666343866, -73.97457399984424 40.58101066665349)",822,2000413,B,F,http://web.mta.info/nyct/service/,1724.60299381
77,"LINESTRING (-73.97593899986607 40.576126667216585, -73.97662000069505 40.57591166715918, -73.9767189995447 40.575884667031, -73.9768179999822 40.57585966688233, -73.97691699965434 40.57583666671279, -73.9770149999226 40.57581766638712, -73.97711399977048 40.575800667142076, -73.97721199974615 40.575785666777406, -73.9773099998395 40.57577366687638, -73.97740800006372 40.575764667438925, -73.97750600076928 40.57575766708202, -73.97760300130889 40.575753666993705, -73.97769999880684 40.57575166778802, -73.97779800034678 40.57575266654008, -73.97789499972583 40.575755666881385, -73.97799100016671 40.57576166659601, -73.97808799878038 40.575770666067456, -73.98009399999319 40.5760386670032, -73.98021199960708 40.57605766683953, -73.98021889398176 40.57605910886577, -73.9802671765501 40.57606690580413, -73.9803150571912 40.57607603002618, -73.98036247449889 40.57608646711353, -73.98040936470453 40.57609820354797, -73.98045566994494 40.57611122401145, -73.98050132763305 40.5761255122846, -73.98054627872541 40.57614104944716, -73.9805904629976 40.57615781567827, -73.98063382376922 40.57617578755555, -73.98067630435901 40.57619494345789, -73.98071784926813 40.57621525636118, -73.98075840417783 40.576236701943216, -73.98079791831394 40.576259249578655, -73.98083633617671 40.576282873144116, -73.98087360817374 40.57630753751203, -73.98090968943431 40.57633321566031, -73.98094452800454 40.57635986885887, -73.98097808137643 40.57638746558351, -73.98101030468135 40.57641596890634, -73.98104115659336 40.576445341900246, -73.9810705957868 40.57647554583695, -73.98109858447944 40.5765065401877, -73.98112508488772 40.57653828802586, -73.98115006513554 40.57657074342045, -73.98119532819067 40.576637612965094, -73.9813344041638 40.57727127872951)",823,2000469,B,F,http://web.mta.info/nyct/service/,1811.87754366
78,"LINESTRING (-73.97593899986607 40.576126667216585, -73.9749840005913 40.57642866658751)",824,2000468,B,F,http://web.mta.info/nyct/service/,287.205176715
79,"LINESTRING (-73.98376500045946 40.58884066651933, -73.98519600130919 40.59635866655063, -73.9852040009476 40.59640966687737, -73.98521700064998 40.59645866688542, -73.98523200067388 40.596506666668304, -73.98525099970314 40.59655466696228, -73.98527399936887 40.596600667704934, -73.98529899937233 40.596645666417096, -73.9853280000221 40.596688666474336, -73.98535899961568 40.59673166677876, -73.98539399964642 40.59677366710259, -73.98543299915737 40.59681366606099, -73.98547399998758 40.596853667059996, -73.98551900030512 40.59689166668664, -73.98556700044004 40.59692866709227, -73.98561799921393 40.59696466737249, -73.98567200135508 40.59699966662333, -73.98682900011477 40.59770366695856)",825,2000496,B,D,http://web.mta.info/nyct/service/,3454.57988625
80,"LINESTRING (-73.97823000084028 40.5927206680284, -73.97913700007166 40.59747266597471)",826,2000507,N,N,http://web.mta.info/nyct/service/,1749.50193775
81,"LINESTRING (-73.98682900011477 40.59770366695856, -73.99360701103917 40.601905399220435)",827,2000495,B,D,http://web.mta.info/nyct/service/,2426.14115065
82,"LINESTRING (-74.0283979999864 40.62268666715025, -74.0255099996266 40.629741666886915)",828,2000483,N,R,http://web.mta.info/nyct/service/,2692.44234318
83,"LINESTRING (-74.03087600085765 40.61662166725951, -74.0283979999864 40.62268666715025)",829,2000484,N,R,http://web.mta.info/nyct/service/,2314.25008109
84,"LINESTRING (-73.97133000049638 40.76682666725551, -73.96611000018648 40.76462666690908)",837,2000345,B,F,http://web.mta.info/nyct/service/,1653.27258231
85,"LINESTRING (-73.96891600102188 40.785867666843025, -73.96469900039848 40.791645666695075)",838,2000204,A,A-C,http://web.mta.info/nyct/service/,2407.31274723
86,"LINESTRING (-73.9721430002142 40.78143266572431, -73.96891600102188 40.785867666843025)",839,2000203,A,A-C,http://web.mta.info/nyct/service/,1846.48654464
87,"LINESTRING (-73.96411000012787 40.80772166714686, -73.95837199999355 40.81558066679469)",840,2000027,1,1,http://web.mta.info/nyct/service/,3274.36921581
88,"LINESTRING (-73.9668470007111 40.80396666733086, -73.96411000012787 40.80772166714686)",841,2000026,1,1,http://web.mta.info/nyct/service/,1563.89545764
89,"LINESTRING (-73.93724300081385 40.74897266645291, -73.9371700010151 40.748998667498036, -73.93709899990205 40.749024665986305, -73.93703000174192 40.74905366601288, -73.93696299989539 40.749082666190056, -73.93689699901923 40.749113666901046, -73.93683399998702 40.74914566608089, -73.93677200073444 40.74917966760049, -73.93671200040052 40.74921466704539, -73.93665499954106 40.749250666770024, -73.9365990005946 40.749287666579725, -73.93654400023986 40.74932666603617, -73.93649199936023 40.74936666668197, -73.93644199976914 40.749407666169425, -73.93639400051117 40.749450666764005, -73.9363470007969 40.749494667452694, -73.9350940001517 40.75065966717981, -73.93491300081284 40.75082566610151, -73.93472600192462 40.75098066705685, -73.93453200058623 40.751124667646216)",842,2000290,A,E,http://web.mta.info/nyct/service/,1094.64101388
90,"LINESTRING (-73.93978000081758 40.74806066599514, -73.93724300081385 40.74897266645291)",843,2000289,A,E,http://web.mta.info/nyct/service/,777.523054745
91,"LINESTRING (-73.92878100018771 40.75203866666862, -73.92656300061634 40.75207366700895, -73.92645000062012 40.75207766699969, -73.92633899952193 40.75208266591855, -73.92622900034328 40.75208966629649, -73.9261200006317 40.752097667672636, -73.92601099985869 40.75210766716779, -73.92590299972629 40.752118665864685, -73.92579600148203 40.752131666030095, -73.92569000031317 40.75214566630106, -73.92558499983554 40.75216166624425, -73.92548000055551 40.75217866745524, -73.92537600070546 40.75219666697863, -73.92527300152643 40.752216666180594, -73.92517100064074 40.75223866596282, -73.92506999916455 40.75226166676702, -73.92496800056848 40.75228466683308)",844,2000292,A,E,http://web.mta.info/nyct/service/,1064.65552169
92,"LINESTRING (-73.9295750012174 40.75680366648999, -73.92550800025813 40.76181966636921)",845,2000416,N,N-W,http://web.mta.info/nyct/service/,2146.8997689
93,"LINESTRING (-73.94340299980377 40.82590266746366, -73.94337900010535 40.82593766694951, -73.94335499986461 40.82597466643053, -73.94333299946354 40.826011666889094, -73.94331099903876 40.82604866644272, -73.9432890001078 40.82608666644323, -73.94326899983676 40.826124666522034, -73.94324899987514 40.82616366704787, -73.94322900074434 40.826201666219355, -73.94321100094179 40.82624166727277, -73.94319299960151 40.82628066697137, -73.94317600028722 40.82632066761118, -73.94315900010024 40.82636166599678, -73.94314399943826 40.826401666716, -73.94312800007286 40.826443666940946, -73.94311300122106 40.82648566675641, -73.94151400111416 40.830517667010085)",846,2000212,A,A-C,http://web.mta.info/nyct/service/,1761.76482881
94,"LINESTRING (-73.95036000023114 40.82655066643925, -73.94489000047284 40.834040666057206)",847,2000030,1,1,http://web.mta.info/nyct/service/,3120.62061156
95,"LINESTRING (-73.94321286160977 40.82583387698245, -73.94248599968017 40.82705366562261, -73.94246800076061 40.827072667002675, -73.94245300044822 40.82708966627408, -73.94243800044734 40.827107666894506, -73.94242400098261 40.82712566621146, -73.94241000118913 40.827142666877165, -73.94239700106714 40.8271606666898, -73.94238400061815 40.827177666950895, -73.94237100048234 40.827195666760545, -73.94235800002066 40.827212666118136, -73.94234600041439 40.827230667325445, -73.942334000484 40.8272476671804, -73.94232200086648 40.82726566658415, -73.9423110002832 40.827282666936505, -73.94230000001299 40.827300666837736, -73.94228900060455 40.82731766628797, -73.9410320006842 40.829262666459584, -73.9409530013402 40.82935766698842, -73.94086599921852 40.82944766741191, -73.94077199962877 40.82953266642759, -73.94067299987384 40.82961166639704, -73.94056700117139 40.82968466627758, -73.94045499965738 40.82975266701439, -73.94033600158026 40.82981466762609, -73.94021100042505 40.82987066680532, -73.94007900064999 40.829921667166786, -73.93994100020214 40.82996666695543, -73.93979700057263 40.83000666660054, -73.93964600091681 40.83004066690702, -73.93948900066785 40.830068666570874, -73.93932599985982 40.83009066646821, -73.93915599939962 40.83010766649633, -73.93909199933067 40.83011066738086, -73.93902799952629 40.830114666878856, -73.93896500003414 40.8301176664209, -73.93890200026776 40.83011966727945, -73.93883900076514 40.830122666752665, -73.9387760009919 40.83012466574142, -73.9387130012132 40.83012666649672, -73.93865000024603 40.830128666316504, -73.93858700019766 40.83012966655295, -73.93852399922214 40.830131668104876, -73.93846100035545 40.83013266737266, -73.93839799911571 40.83013366660468, -73.93833500117071 40.83013366715522, -73.93827300051692 40.83013466595351, -73.93820900079666 40.83013466679949)",848,2000220,B,B-D,http://web.mta.info/nyct/service/,2277.91300068
96,"LINESTRING (-73.96898000097146 40.798505666786255, -73.96885200045155 40.79865066670641, -73.96872000121385 40.79878066667832, -73.9685820007169 40.798895667043816, -73.96844099938372 40.79899566680267, -73.96829499989907 40.79907966674141, -73.96814399902233 40.7991496668498, -73.96798800016467 40.79920366710065, -73.967828000214 40.79924366686065, -73.96766400023523 40.79926766700531, -73.96749500042633 40.799277667244674, -73.96732099950366 40.79927166754749, -73.96714299959481 40.799250666830396, -73.96695999951473 40.79921466658874, -73.96677300070286 40.79916366708708, -73.9665819992388 40.799098666057716, -73.96204700113212 40.79718366732092, -73.96182399941314 40.79709266572626, -73.96159299994993 40.797001667337575, -73.96138799956822 40.79693366695367, -73.96118500000682 40.79688966699602, -73.96098399986994 40.79687166748514, -73.96079499922338 40.79688266689551, -73.96057300033213 40.796903666469305, -73.9567390012183 40.79753466627625, -73.95367599973164 40.79811066743476, -73.9533100008094 40.79817666686193, -73.95300800011297 40.798250666959255, -73.952701999978 40.7983556661211, -73.95247000146557 40.79846866712902, -73.95232199906015 40.79855966721881, -73.95217400041136 40.79866466718454, -73.95200700002628 40.7988406670341, -73.95182199964029 40.79907466658756)",849,2000041,1,2-3,http://web.mta.info/nyct/service/,5261.60952313
97,"LINESTRING (-73.97232299929584 40.79391866712917, -73.97226500002523 40.794004666252555, -73.96898000097146 40.798505666786255)",850,2000023,1,1-2-3,http://web.mta.info/nyct/service/,1910.4314516
98,"LINESTRING (-73.95987400024627 40.77361966666004, -73.95558900007235 40.77949166682482)",851,2000125,4,4-5-6,http://web.mta.info/nyct/service/,2446.49715771
99,"LINESTRING (-73.94425000070613 40.795019666029454, -73.94161700103358 40.79862866701661)",852,2000129,4,4-5-6,http://web.mta.info/nyct/service/,1503.4598939
